453.09,18.99,62.1,1020.0,76.76
460.6,20.83,44.78,1008.51,35.9
437.14,23.99,68.12,1012.92,70.68
438.75,25.86,76.2,1005.73,69.35
462.11,16.27,44.21,1020.56,82.22
445.4,21.13,51.43,1007.43,88.72
430.46,30.72,71.58,1009.98,50.39
468.3,13.86,44.21,1022.6,83.56
431.77,33.11,77.54,1010.36,50.99
473.62,8.11,42.18,1014.82,93.09
441.5,25.32,63.77,1014.55,74.69
427.77,24.9,71.77,1006.24,85.25
480.4,8.75,36.3,1015.61,57.53
475.07,12.21,41.67,1012.88,85.19
442.0,25.16,58.82,1009.63,72.62
430.62,26.49,67.69,1004.61,78.13
462.12,15.5,44.92,1024.16,86.44
450.13,24.14,41.1,1002.1,38.49
433.47,26.71,77.95,1012.13,77.5
436.74,22.33,70.79,1006.02,93.35
440.51,23.36,56.89,1014.23,78.34
460.38,14.26,40.92,1022.07,73.96
429.1,30.61,69.13,1009.32,55.17
452.21,21.83,63.87,1018.93,63.07
438.24,25.42,75.6,1017.39,77.63
433.06,25.85,70.36,1005.59,78.23
439.92,27.78,68.67,1005.59,59.17
472.94,13.43,43.56,1013.02,66.36
445.52,22.39,59.04,1011.78,86.39
484.05,6.75,39.9,1008.3,87.42
464.82,14.9,52.05,1015.11,77.33
443.13,24.37,65.61,1014.5,65.67
446.28,19.66,59.87,1018.75,87.6
435.2,31.24,68.3,1015.89,42.84
462.66,15.74,43.71,1024.7,78.38
476.7,11.82,42.86,1014.12,88.28
469.64,11.57,44.63,1020.7,91.11
468.8,18.33,44.34,1019.55,51.69
462.55,17.2,40.55,1000.68,72.67
483.43,6.49,36.3,1016.52,69.1
443.66,23.99,45.87,1007.63,52.62
446.44,23.55,65.12,1016.23,66.65
442.51,23.41,74.99,1007.22,84.55
478.24,6.77,40.78,1024.86,96.58
451.96,19.45,38.52,1017.99,62.86
457.33,17.86,50.88,1015.59,88.28
430.07,31.54,77.24,1007.83,62.98
437.81,24.05,72.24,1011.32,88.94
454.06,20.46,66.05,1014.93,78.51
483.63,8.94,43.13,1014.82,76.66
453.24,22.18,59.8,1016.77,73.16
481.85,9.72,41.44,1015.17,84.41
438.73,25.19,63.94,1012.78,75.15
463.5,15.65,43.5,1021.39,78.58
473.31,11.83,38.25,1013.36,85.33
436.32,29.78,70.98,1007.82,77.59
463.47,16.3,41.16,1007.88,76.61
470.53,14.35,39.39,1012.92,82.41
476.24,11.06,41.5,1013.09,89.8
465.2,11.95,42.03,1017.58,90.89
482.1,5.84,40.62,1018.58,82.73
449.44,19.58,50.12,1009.82,100.1
488.56,5.11,39.4,1012.16,92.14
447.18,22.96,68.61,1011.15,76.62
436.51,33.59,79.05,1007.79,63.55
472.12,13.87,41.74,1021.42,64.02
473.26,12.5,43.67,1013.99,90.91
458.36,18.4,44.92,1024.88,64.89
467.28,14.38,40.1,1015.51,81.23
487.84,5.43,39.9,1007.5,86.27
447.93,19.66,58.79,1017.17,84.16
460.48,17.03,58.49,1011.91,92.16
469.04,11.53,41.14,1025.63,88.54
479.95,10.1,41.17,1019.18,84.87
440.98,22.61,60.27,1018.81,83.27
478.37,9.64,39.85,1012.9,83.82
436.3,32.95,75.08,1005.32,47.7
441.27,27.5,65.59,1011.23,65.37
455.52,13.72,41.62,1011.14,75.79
440.73,22.5,64.69,1007.03,74.92
438.52,26.12,49.02,1008.63,72.04
463.47,15.99,49.21,1015.17,76.4
440.58,28.26,63.13,1012.0,68.35
432.58,25.4,69.59,1008.58,82.22
443.76,22.24,64.27,1012.97,89.54
444.54,19.04,68.28,1004.52,86.16
439.11,26.15,64.27,1013.03,59.77
454.44,18.32,39.53,1008.15,64.85
447.01,22.65,68.67,1006.67,77.42
431.92,32.36,73.91,1003.88,59.84
435.79,27.11,66.49,1013.71,39.28
438.36,26.45,71.37,1008.0,77.06
468.67,12.78,44.6,1013.64,77.56
464.38,19.32,44.71,1015.3,28.81
462.51,12.15,71.14,1019.56,86.06
467.45,14.43,44.84,1024.34,84.0
431.18,30.34,71.25,1000.94,67.29
449.66,24.02,64.63,1020.49,55.17
447.8,18.68,46.0,1002.2,97.17
446.34,19.09,65.94,1012.53,81.06
436.89,26.45,75.6,1017.42,74.5
433.19,33.5,70.8,1008.99,57.24
466.8,18.5,41.85,1015.81,64.78
436.09,28.62,59.14,1016.36,53.1
470.31,12.88,44.0,1022.71,88.58
481.78,8.16,39.64,1011.21,85.56
432.65,26.2,72.24,1011.3,78.29
454.67,17.45,49.64,1026.4,66.67
447.3,24.55,57.5,1015.36,62.45
456.2,16.7,46.18,1011.2,96.84
443.54,18.89,67.71,1003.92,86.12
442.48,23.45,69.04,1010.5,80.77
453.29,20.67,57.5,1014.42,81.89
447.1,19.95,58.46,1017.45,89.46
483.0,7.28,39.81,1017.61,87.56
466.52,11.8,42.34,1020.25,93.54
445.34,22.45,59.87,1018.92,72.73
473.66,9.82,37.83,1005.29,100.07
437.26,27.29,67.32,1013.92,33.41
460.3,22.58,43.79,1015.66,44.18
472.79,11.78,39.96,1011.37,82.95
432.92,28.04,74.33,1013.53,48.65
474.68,13.35,40.27,1005.83,49.75
437.54,31.1,71.32,1008.09,45.87
473.22,14.16,44.58,1020.75,77.42
433.57,29.34,70.94,1007.82,62.43
427.06,31.12,68.14,1003.67,67.36
482.56,7.65,36.3,1016.5,65.51
465.24,13.97,53.82,1016.81,62.32
466.73,16.52,43.7,1015.08,58.36
456.55,18.03,53.16,1013.02,81.95
448.5,21.38,65.12,1015.73,68.02
455.86,19.54,54.9,1017.15,70.37
443.93,25.95,59.92,1010.05,76.05
451.95,20.54,61.27,1019.6,61.87
466.66,13.49,44.47,1030.46,69.49
458.42,16.79,49.25,1021.21,68.8
471.93,11.02,41.26,1020.69,92.13
467.29,14.02,42.86,1030.86,68.36
461.07,20.08,44.6,1014.91,36.27
477.26,7.79,42.03,1017.74,91.48
460.73,15.75,39.0,1015.91,69.58
468.47,11.87,44.6,1018.81,84.68
456.37,19.07,44.63,1020.23,44.93
428.49,29.71,71.85,1008.81,70.86
491.37,6.1,39.33,1010.4,95.34
456.35,16.02,71.14,1019.75,70.42
452.47,19.68,68.28,1002.62,71.57
454.86,18.77,49.21,1012.2,58.69
478.06,11.58,41.74,1020.41,74.09
460.2,16.96,52.9,1019.61,81.86
464.93,15.83,41.67,1013.39,74.12
435.64,26.55,69.45,1013.88,55.39
439.06,21.9,66.54,1004.76,89.99
463.71,14.26,42.32,1016.0,77.43
465.09,14.51,44.84,1023.23,82.33
483.17,5.64,40.62,1015.76,85.98
439.19,21.74,70.32,1011.88,85.95
438.29,30.52,70.4,1003.9,64.33
477.65,9.24,41.4,1018.34,84.91
465.61,11.54,40.77,1022.13,83.5
452.03,17.66,62.1,1019.49,86.3
459.36,18.8,39.72,1001.24,63.8
480.2,8.88,36.66,1026.61,76.16
466.47,13.93,40.2,1013.41,89.86
439.4,23.02,69.94,1007.94,64.66
466.83,13.32,43.22,1009.45,75.3
449.41,17.47,58.59,1014.03,97.13
433.72,26.3,67.07,1006.26,63.79
452.89,22.81,58.96,1013.5,55.66
485.57,7.24,39.04,1019.0,68.69
433.46,28.2,66.75,1018.35,60.18
488.69,6.79,38.5,1012.61,72.46
464.55,19.39,43.14,1012.75,44.21
442.27,22.87,71.29,1008.1,73.1
464.7,12.24,40.66,1017.4,96.22
447.36,23.59,47.43,1006.64,48.92
435.91,26.31,68.51,1013.26,68.66
467.32,15.56,41.1,1004.65,84.58
460.26,22.61,42.8,1014.24,69.71
474.2,10.41,36.71,1022.02,84.56
470.94,12.62,40.83,1010.06,81.52
427.91,28.81,64.96,1000.46,68.05
479.2,11.21,40.75,1016.45,86.14
463.6,14.66,41.76,1022.12,78.13
441.56,23.37,70.94,1008.01,81.28
456.54,19.33,58.96,1014.88,67.86
443.6,26.91,65.34,1014.19,50.7
432.27,31.9,73.42,1010.82,60.58
443.5,24.51,58.79,1016.11,61.7
464.7,15.07,39.3,1019.0,63.62
470.29,15.68,43.7,1015.09,58.96
445.36,22.32,48.41,1008.68,79.11
461.74,17.46,40.22,1006.7,91.96
435.23,32.51,73.56,1007.06,59.6
485.36,7.61,44.71,1019.41,70.48
433.29,29.09,75.33,1001.61,71.06
476.02,9.45,36.71,1024.24,83.28
475.51,10.8,41.66,1013.79,81.96
470.82,11.12,44.92,1025.58,93.52
448.91,22.79,44.57,1007.31,69.36
472.77,8.93,40.46,1019.03,71.0
462.96,15.67,48.78,1013.76,88.92
483.58,7.26,36.08,1021.47,83.15
440.26,22.02,69.45,1013.84,75.75
481.55,9.19,42.44,1014.38,94.24
438.1,26.48,51.43,1006.76,74.3
445.6,24.37,63.47,1012.77,75.22
431.58,30.97,74.22,1007.93,49.74
471.42,18.28,45.0,1022.47,43.03
442.2,24.83,62.4,1010.13,70.18
456.64,19.8,52.9,1017.75,66.67
447.04,26.31,52.09,1013.39,53.59
450.48,19.7,54.42,1011.83,89.86
445.59,25.53,59.57,1010.65,82.04
442.59,28.07,61.47,1008.68,64.83
443.94,25.34,64.27,1013.38,66.02
481.05,9.59,38.56,1017.52,61.89
438.0,27.28,47.93,1003.46,59.22
471.44,13.12,39.18,1023.11,64.33
441.93,25.11,67.32,1014.49,58.39
486.4,8.85,41.06,1020.99,86.05
446.91,22.4,68.31,1009.52,83.5
431.85,27.16,66.44,1011.2,73.37
433.96,30.78,69.14,1007.27,62.77
436.06,27.22,66.48,1004.59,52.66
443.96,25.61,60.32,1015.77,56.48
463.86,13.51,43.41,1015.94,75.22
462.51,21.77,42.23,1013.03,67.44
452.24,27.48,61.41,1012.2,45.06
461.7,16.0,43.34,1013.58,78.87
430.98,30.76,73.17,1009.89,50.43
455.13,21.3,41.1,1001.86,42.75
434.28,29.83,68.67,1005.33,71.15
437.54,31.63,65.74,1010.83,50.59
464.58,16.38,55.5,1019.8,82.44
437.57,23.69,73.67,1007.19,86.73
443.94,24.42,57.32,1011.46,55.92
467.8,14.19,43.71,1024.38,83.03
433.63,25.56,74.99,1005.41,85.75
455.15,19.93,57.25,1010.6,89.34
465.13,13.94,47.83,1004.83,81.2
435.21,27.91,63.76,1010.27,65.67
449.17,21.93,62.91,1013.45,74.62
435.58,33.82,77.17,1008.96,58.91
471.24,12.58,39.72,1017.85,57.74
471.49,12.18,40.1,1016.67,91.87
437.63,25.64,68.14,1005.48,56.11
437.62,28.55,65.27,1013.34,48.95
435.08,29.17,67.45,1014.1,46.85
483.91,8.63,43.79,1016.08,83.25
439.18,27.66,69.75,1009.71,84.27
439.7,24.7,58.46,1015.58,68.64
455.69,18.0,53.16,1013.02,82.47
467.81,13.24,54.3,1017.05,81.99
451.74,22.27,48.98,1014.47,49.33
445.03,29.03,67.79,1010.86,54.03
486.07,7.62,44.71,1020.56,69.96
438.91,28.18,49.3,1003.97,55.56
445.85,23.76,58.41,1013.85,85.38
448.4,20.26,50.32,1009.81,93.12
455.2,21.82,50.66,1013.74,73.6
437.18,30.24,67.32,1014.07,46.53
443.57,32.96,68.31,1010.39,42.33
477.41,12.45,40.56,1017.84,66.52
479.53,9.04,44.68,1023.14,90.73
465.89,16.01,43.69,1017.12,62.43
465.46,15.86,43.67,1011.11,82.24
468.53,15.5,44.34,1019.21,65.21
433.07,32.22,70.8,1009.9,62.03
449.74,18.93,48.6,1005.72,84.92
490.76,5.72,39.33,1009.96,95.4
458.5,17.34,44.06,1015.84,74.88
440.75,23.95,58.46,1017.5,68.46
456.01,20.79,50.59,1017.75,73.35
445.98,13.78,40.1,1014.49,81.86
431.83,28.15,72.99,1007.62,70.03
466.15,16.02,39.54,1007.73,72.81
474.59,13.55,40.1,1015.7,86.68
487.33,6.8,39.37,1020.24,73.29
477.03,10.87,38.38,1020.85,69.78
461.36,19.09,44.63,1019.91,39.32
460.2,22.73,43.79,1015.61,42.66
452.29,25.36,61.41,1011.89,55.64
487.3,6.79,39.37,1019.79,72.39
436.77,29.9,74.99,1002.28,59.76
445.33,25.21,59.21,1017.37,55.06
433.31,26.48,73.06,1008.07,90.73
473.51,9.29,39.96,1026.2,97.55
449.26,19.24,58.33,1013.65,85.47
484.2,8.57,41.17,1020.18,72.47
467.57,15.66,43.99,1021.18,88.62
483.71,7.49,39.81,1018.2,85.96
482.25,6.01,35.79,1011.05,91.33
452.89,21.75,65.12,1015.53,66.0
436.27,24.17,71.58,1010.16,89.96
444.57,22.21,60.77,1018.21,84.96
444.2,28.11,66.17,1010.51,65.16
479.74,8.8,41.26,1008.08,96.52
459.13,17.79,40.12,1012.74,79.03
464.17,14.13,48.92,1011.72,78.06
446.04,24.65,64.63,1020.52,53.45
427.28,33.8,64.96,1004.88,49.37
449.99,18.11,52.08,1002.51,100.09
467.0,13.18,43.8,1023.18,61.21
460.03,15.16,50.88,1013.88,100.11
438.65,23.68,68.3,1017.93,84.16
439.8,27.54,51.43,1012.3,54.82
494.3,6.15,40.07,1020.2,66.64
449.11,21.61,58.62,1017.61,76.07
435.84,30.62,64.69,1006.23,52.06
483.36,8.86,40.8,1028.18,91.0
445.4,22.52,64.27,1014.34,82.77
452.99,20.74,59.8,1015.46,76.39
440.81,27.51,63.73,1009.97,66.14
446.04,24.79,59.21,1017.9,53.83
440.31,27.82,52.84,1006.23,52.18
446.2,20.78,58.86,1016.02,77.29
464.46,16.73,39.64,1008.94,74.91
442.26,23.64,71.25,1004.92,93.87
485.08,7.17,41.92,1031.97,83.86
481.41,10.48,41.38,1021.97,65.22
469.03,10.52,42.18,1014.9,95.67
459.76,14.12,40.92,1022.46,73.28
464.6,12.63,48.04,1013.0,100.13
440.91,24.96,74.99,1008.25,80.52
486.84,6.67,39.37,1019.99,75.61
431.86,27.55,73.68,1013.62,81.13
488.85,5.98,38.91,1016.5,91.83
443.91,21.93,61.45,1008.92,98.54
490.68,4.0,39.9,1008.46,97.21
450.76,26.45,54.5,1014.96,65.55
434.83,30.04,67.25,1017.57,38.14
466.01,16.0,43.02,1012.37,39.2
457.14,18.41,62.1,1020.4,78.1
426.93,31.24,71.98,1004.66,57.17
467.84,14.13,41.23,994.6,93.02
445.97,19.94,61.87,1009.7,66.6
438.82,27.14,63.13,1013.38,75.68
446.02,21.11,59.39,1013.87,85.29
461.69,15.65,54.3,1018.0,69.66
466.6,15.86,43.02,1012.18,40.33
434.75,30.15,69.88,1007.2,73.67
487.87,3.63,38.44,1016.16,87.38
443.39,24.55,67.07,1005.66,63.58
440.22,24.6,67.69,1008.67,67.69
482.26,7.21,42.03,1017.81,90.12
437.33,27.59,71.97,1008.64,88.22
437.98,27.59,50.05,1005.71,57.03
456.06,19.6,60.95,1015.4,84.26
442.9,23.65,66.05,1019.6,78.21
438.38,25.0,69.71,1009.23,80.92
435.75,28.46,69.75,1009.46,79.75
440.29,29.24,64.33,1011.5,64.14
458.49,16.44,53.16,1014.82,75.29
448.39,20.01,59.87,1019.0,84.12
442.81,24.35,51.86,1014.34,67.22
432.94,28.61,68.12,1011.71,47.57
486.2,7.87,41.17,1020.33,77.77
484.51,7.0,39.81,1017.47,87.65
435.99,33.61,69.88,1007.4,42.51
442.12,25.89,48.41,1008.59,65.38
433.02,25.44,70.17,1000.65,91.89
444.53,24.85,58.05,1011.5,70.12
448.73,22.76,49.21,1014.35,48.85
430.47,30.95,71.58,1009.95,50.02
438.32,23.81,66.51,1016.96,70.16
479.58,10.17,40.1,1014.05,91.9
453.33,20.12,58.12,1015.47,79.38
426.54,29.72,68.24,1009.92,66.42
485.54,7.77,40.27,1010.25,83.65
479.16,10.89,44.2,1018.3,86.32
449.6,19.48,63.09,1019.28,78.04
439.06,22.66,69.84,1006.16,82.79
483.36,6.24,35.77,1019.24,70.7
464.79,14.01,45.08,1023.28,82.49
448.51,21.7,64.44,1014.95,73.33
475.55,7.11,40.77,1022.4,90.95
464.93,15.9,41.35,1005.35,92.89
443.44,23.45,66.25,1009.1,90.28
488.57,6.03,41.17,1019.81,84.2
428.93,27.27,72.58,1009.25,89.31
441.49,24.12,51.43,1006.55,83.77
432.29,31.93,70.4,1005.27,73.71
470.37,14.85,43.13,1016.02,55.29
454.13,25.06,52.36,1014.7,67.98
447.27,25.1,61.47,1007.84,75.75
473.72,10.91,37.92,1008.66,66.53
439.46,26.58,59.39,1014.49,65.87
431.32,31.92,75.33,1002.13,65.73
443.04,21.49,70.32,1009.07,92.25
484.42,5.04,40.64,1021.35,93.63
432.73,29.73,73.06,1010.27,84.84
435.13,28.85,71.32,1009.09,76.9
466.07,16.66,36.71,1013.68,70.66
444.09,23.43,51.43,1011.31,73.55
473.54,12.98,39.64,1013.95,74.39
461.64,14.24,45.01,1013.54,88.68
478.23,10.89,40.81,1025.82,81.18
466.83,12.24,49.83,1007.9,94.28
472.95,13.83,39.64,1012.52,69.97
479.16,8.27,37.7,1015.09,73.64
444.69,20.45,48.41,1010.81,86.7
486.39,6.43,36.08,1022.73,85.03
449.95,21.9,57.76,1017.45,66.89
438.5,26.34,69.45,1013.87,54.15
477.84,8.01,40.02,1031.33,85.01
448.22,20.65,57.5,1016.04,87.45
439.73,25.98,73.18,1012.28,85.78
469.5,14.81,43.7,1015.1,60.72
447.67,23.74,49.21,1012.78,42.5
481.51,8.03,37.8,1020.47,60.67
431.44,27.6,73.42,1011.91,83.66
429.31,32.38,69.05,1000.76,45.85
473.54,11.67,37.73,1021.2,68.88
447.16,18.67,58.46,1016.73,87.7
469.32,14.59,35.71,1015.19,54.13
466.56,14.43,44.47,1028.57,70.7
449.81,23.95,51.86,1014.24,68.28
453.47,22.67,64.15,1021.02,70.49
446.46,20.03,57.19,1007.31,81.69
464.14,15.92,37.64,1014.93,83.73
459.19,15.16,40.73,1017.7,86.37
473.05,9.39,40.11,1029.14,77.29
434.11,23.65,71.98,1006.09,93.39
490.78,10.76,40.43,1025.98,79.65
468.14,11.92,40.62,1016.66,55.25
477.52,10.07,44.68,1023.44,90.95
443.63,19.75,57.32,1010.76,79.29
442.47,24.58,49.02,1008.85,79.32
437.29,27.67,69.59,1009.13,82.15
433.54,30.16,69.34,1007.67,57.69
450.18,22.0,51.3,1012.87,85.79
438.82,26.56,49.02,1007.65,70.78
441.6,23.43,69.23,1013.09,63.48
432.35,30.92,80.18,1010.11,72.47
446.58,21.59,61.87,1011.18,57.21
447.57,24.56,51.86,1014.43,68.85
438.97,29.09,47.93,1003.05,48.13
443.2,25.91,75.6,1018.23,62.65
462.58,15.47,46.48,1007.69,91.07
489.66,11.26,40.43,1025.68,74.67
467.41,11.02,39.96,1025.64,93.58
462.87,14.26,44.2,1019.81,76.46
433.25,26.78,73.06,1007.99,90.47
478.82,8.35,40.77,1011.77,90.25
438.17,32.48,69.75,1009.05,40.47
459.73,17.57,44.06,1015.43,72.75
432.91,26.77,68.08,1010.83,63.48
474.07,12.08,40.24,1016.63,92.32
460.84,16.85,52.9,1019.47,81.28
475.17,8.25,41.26,1020.59,91.84
450.86,26.05,46.21,1011.31,55.25
446.67,23.86,45.87,1007.71,48.73
446.94,27.29,64.45,1013.46,45.35
436.42,29.26,67.17,1006.6,70.58
477.22,13.24,39.85,1012.64,59.99
442.66,24.85,68.37,1006.5,68.37
435.04,26.69,70.36,1006.82,68.29
441.0,24.8,59.87,1018.79,60.79
449.98,17.08,58.86,1016.04,87.46
455.68,24.65,52.36,1014.76,66.63
473.88,13.27,40.27,1006.1,40.04
463.68,12.67,48.14,1017.41,83.63
467.68,16.39,41.67,1012.96,61.07
456.63,15.0,40.66,1016.28,89.62
447.54,24.33,46.93,1013.83,44.59
438.39,27.41,59.21,1013.3,50.93
431.12,26.98,72.58,1008.55,78.5
432.54,27.71,69.13,1001.63,51.45
433.46,26.75,70.32,1007.61,54.09
465.05,15.71,44.06,1018.34,71.69
441.54,26.68,49.02,1008.4,68.01
430.98,33.38,71.06,1008.1,64.83
475.46,10.82,42.02,996.03,99.34
431.28,28.15,71.25,1000.51,81.04
435.23,26.35,69.48,1008.45,70.47
453.83,17.82,56.89,1014.24,77.73
454.29,20.27,56.65,1020.75,67.12
455.04,22.08,41.1,1002.19,46.69
471.49,11.71,40.05,1014.49,86.09
484.49,6.41,40.81,1026.57,93.51
446.18,19.01,58.46,1017.14,90.99
471.61,9.79,39.69,1002.36,93.86
440.3,28.85,59.27,1011.69,51.8
489.11,3.38,41.31,998.79,97.76
434.99,25.15,71.14,1011.68,70.33
463.99,13.7,43.22,1012.01,71.57
468.46,13.49,44.47,1030.18,69.15
468.81,11.97,41.04,1026.42,70.75
478.13,8.27,35.77,1015.3,73.36
457.03,18.26,60.95,1016.94,78.91
455.57,20.01,52.9,1018.05,58.88
440.78,23.24,68.31,1009.71,80.8
453.38,21.45,66.05,1014.81,73.73
463.53,14.5,40.66,1016.81,82.93
437.7,23.63,73.18,1012.29,88.81
490.57,6.02,41.38,1021.2,88.71
442.19,23.43,71.97,1009.42,94.27
468.8,16.29,44.34,1019.49,59.36
432.48,26.52,77.17,1008.71,92.32
440.96,25.15,68.51,1013.25,72.31
462.19,15.72,41.76,1023.07,66.95
479.23,9.55,38.08,1019.34,68.38
446.08,21.26,60.84,1018.43,78.83
472.63,10.35,37.14,1013.37,69.26
474.17,10.33,43.99,1020.7,96.68
440.8,26.23,63.56,1013.57,65.81
464.14,12.05,48.04,1009.14,100.13
469.13,16.52,42.24,1017.51,67.65
467.91,11.95,42.07,1018.52,84.73
471.59,12.77,40.71,1014.66,72.81
465.96,13.18,40.73,1017.62,94.4
486.68,6.48,40.27,1010.55,82.12
470.47,13.52,40.83,1009.94,87.53
473.01,11.75,35.76,1018.99,57.92
444.99,23.89,50.16,1004.88,73.94
458.69,14.46,45.87,1008.26,89.44
465.16,17.35,42.86,1014.62,74.16
451.44,18.14,49.78,1002.95,100.09
457.11,15.56,41.04,1025.8,64.81
438.22,26.59,59.92,1009.97,70.09
461.63,15.81,54.3,1017.8,68.45
476.73,8.53,40.02,1031.27,85.57
460.18,21.5,45.38,1013.88,64.28
443.77,20.8,69.45,1013.7,82.48
474.16,10.05,37.14,1012.64,75.97
469.33,15.42,40.56,1021.23,59.37
447.66,24.51,68.63,1014.15,45.1
472.31,14.04,39.64,1011.09,87.22
479.56,11.52,40.8,1024.31,73.49
492.12,5.82,41.38,1021.06,86.91
458.75,18.79,49.15,1021.69,70.16
452.39,20.51,39.72,1002.25,47.97
438.89,30.17,75.08,1005.17,55.89
433.08,27.75,66.51,1015.42,39.0
467.96,15.47,38.73,1001.13,77.61
489.64,7.01,40.72,1024.0,86.37
447.19,23.44,62.52,1016.46,67.21
453.76,26.11,52.36,1013.9,59.62
468.01,12.43,43.22,1008.93,77.42
462.18,18.76,44.71,1015.15,30.83
437.19,33.11,69.75,1008.88,42.08
436.08,27.6,69.05,1003.87,42.01
480.29,9.27,39.64,1010.79,79.56
434.76,26.73,77.95,1012.31,78.35
471.61,13.11,41.44,1015.55,74.45
474.88,12.93,43.13,1014.91,55.7
437.46,30.99,69.82,1009.41,50.84
451.14,18.18,50.16,1010.22,99.73
477.19,11.52,40.75,1016.23,85.18
474.72,11.57,39.72,1002.26,78.69
439.93,25.1,74.87,1010.01,79.41
491.32,5.17,35.57,1026.68,79.86
472.67,13.91,44.58,1021.36,78.98
448.46,19.98,60.77,1017.72,90.71
438.79,24.26,68.14,1005.09,59.49
433.89,29.77,67.07,1005.82,48.38
455.16,20.94,58.16,1016.88,65.43
438.18,30.21,69.4,1003.69,62.89
467.03,12.28,42.34,1019.19,95.8
472.36,13.4,40.89,1010.67,91.66
483.73,5.06,40.64,1021.49,93.7
462.44,16.76,43.67,1011.27,70.55
464.77,11.87,41.58,1017.29,90.3
465.82,13.58,49.83,1008.9,86.8
477.04,10.9,39.64,1010.58,64.88
453.2,19.18,58.2,1017.46,76.72
487.07,5.37,38.68,1017.76,76.48
470.65,13.51,40.1,1014.29,86.34
448.67,23.79,59.44,1012.53,79.48
448.43,21.25,44.05,1005.69,81.87
447.65,23.55,62.96,1020.16,70.16
460.76,20.24,56.03,1019.78,59.8
453.87,21.08,46.93,1014.49,63.33
436.55,24.15,71.73,1009.76,85.16
460.33,21.11,41.67,1012.44,52.86
443.89,27.05,67.79,1010.99,71.37
474.94,12.03,40.1,1015.32,85.39
477.14,12.69,40.71,1021.62,80.19
476.7,11.22,40.22,1011.01,81.67
479.61,5.15,45.87,1008.02,98.36
436.37,30.24,69.88,1007.9,61.46
428.79,27.19,64.96,1006.71,73.99
467.18,14.65,44.84,1023.39,87.76
458.59,16.97,39.16,1005.7,69.13
441.22,21.74,60.27,1015.82,88.96
457.74,16.51,41.79,1007.1,74.03
433.15,32.87,71.32,1004.36,54.69
444.5,22.48,50.32,1008.47,83.58
450.23,21.91,58.62,1015.95,72.87
489.52,7.0,38.5,1014.09,81.32
458.78,16.5,44.63,1020.58,64.11
475.49,9.45,41.4,1027.34,86.66
465.01,15.36,41.35,1002.4,91.67
445.82,20.78,60.84,1018.66,80.4
438.4,24.67,68.14,1004.96,58.15
432.72,32.35,77.95,1014.76,60.88
437.76,26.52,71.64,1008.27,75.3
465.78,16.57,43.7,1015.67,71.95
444.23,23.99,50.32,1008.41,67.4
444.43,23.63,58.98,1010.99,81.16
446.76,20.97,61.87,1011.45,65.41
435.84,25.96,68.08,1010.86,67.07
449.67,25.86,61.08,1013.51,67.5
